,Survived,Pclass,Sex,Age,Fare,Embarked,NameLength,Title,Family_size,Alone,Deck,FamilyBin
593,0,3,0,12.884,7.75,1,18,1,3,0,8,2
594,0,2,1,37.0,26.0,2,23,2,2,0,8,2
595,0,3,1,36.0,24.15,2,27,2,3,0,8,2
596,1,2,0,34.6052948413,33.0,2,26,1,1,1,8,1
597,0,3,1,49.0,0.0,2,19,2,1,1,8,1
598,0,3,1,36.5342916667,7.225,0,17,2,1,1,8,1
599,1,1,1,49.0,56.9292,0,44,4,2,0,0,2
600,1,2,0,24.0,27.0,2,51,3,4,0,8,2
601,0,3,1,20.5616672619,7.8958,2,20,2,1,1,8,1
602,0,1,1,42.6628333333,42.4,2,25,2,1,1,8,1
603,0,3,1,44.0,8.05,2,25,2,1,1,8,1
604,1,1,1,35.0,26.55,0,31,2,1,1,8,1
605,0,3,1,36.0,15.55,2,29,2,2,0,8,2
606,0,3,1,30.0,7.8958,2,17,2,1,1,8,1
607,1,1,1,27.0,30.5,2,27,2,1,1,8,1
608,1,2,0,22.0,41.5792,0,53,3,4,0,8,2
609,1,1,0,40.0,153.4625,2,25,1,1,1,2,1
610,0,3,0,39.0,31.275,2,57,3,7,0,8,0
611,0,3,1,28.0625166667,7.05,2,21,2,1,1,8,1
612,1,3,0,13.588585,15.5,1,27,1,2,0,8,2
613,0,3,1,54.5953083333,7.75,1,16,2,1,1,8,1
614,0,3,1,35.0,8.05,2,31,2,1,1,8,1
615,1,2,0,24.0,65.0,2,19,1,4,0,8,2
616,0,3,1,34.0,14.4,2,25,2,3,0,8,2
617,0,3,0,26.0,16.1,2,47,3,2,0,8,2
618,1,2,0,4.0,39.0,2,27,1,4,0,5,2
619,0,2,1,26.0,10.5,2,19,2,1,1,8,1
620,0,3,1,27.0,14.4542,0,19,2,2,0,8,2
621,1,1,1,42.0,52.5542,2,28,2,2,0,3,2
622,1,3,1,20.0,15.7417,0,16,2,3,0,8,2
623,0,3,1,21.0,7.8542,2,27,2,1,1,8,1
624,0,3,1,21.0,16.1,2,27,2,1,1,8,1
625,0,1,1,61.0,32.3208,2,21,2,1,1,3,1
626,0,2,1,57.0,12.35,1,30,4,1,1,8,1
627,1,1,0,21.0,77.9583,2,29,1,1,1,3,1
628,0,3,1,26.0,7.8958,2,25,2,1,1,8,1
629,0,3,1,27.9294339286,7.7333,1,24,2,1,1,8,1
630,1,1,1,80.0,30.0,2,36,2,1,1,0,1
631,0,3,1,51.0,7.0542,2,27,2,1,1,8,1
632,1,1,1,32.0,30.5,0,25,4,1,1,1,1
633,0,1,1,47.4593333333,0.0,2,29,2,1,1,8,1
634,0,3,0,9.0,27.9,2,18,1,6,0,8,0
635,1,2,0,28.0,13.0,2,17,1,1,1,8,1
636,0,3,1,32.0,7.925,2,26,2,1,1,8,1
637,0,2,1,31.0,26.25,2,19,2,3,0,8,2
638,0,3,0,41.0,39.6875,2,38,3,6,0,8,0
639,0,3,1,30.4080125,16.1,2,26,2,2,0,8,2
640,0,3,1,20.0,7.8542,2,22,2,1,1,8,1
641,1,1,0,24.0,69.3,0,20,1,1,1,1,1
642,0,3,0,2.0,27.9,2,29,1,6,0,8,0
643,1,3,1,30.2342071429,56.4958,2,15,2,1,1,8,1
644,1,3,0,0.75,19.2583,0,22,1,4,0,8,2
645,1,1,1,48.0,76.7292,0,25,2,2,0,3,2
646,0,3,1,19.0,7.8958,2,17,2,1,1,8,1
647,1,1,1,56.0,35.5,0,35,4,1,1,0,1
648,0,3,1,33.4248333333,7.55,2,18,2,1,1,8,1
649,1,3,0,23.0,7.55,2,31,1,1,1,8,1
650,0,3,1,28.8062688492,7.8958,2,17,2,1,1,8,1
651,1,2,0,18.0,23.0,2,19,1,2,0,8,2
652,0,3,1,21.0,8.4333,2,30,2,1,1,8,1
653,1,3,0,18.3525,7.8292,1,29,1,1,1,8,1
654,0,3,0,18.0,6.75,1,28,1,1,1,8,1
655,0,2,1,24.0,73.5,2,25,2,3,0,8,2
656,0,3,1,26.0273142857,7.8958,2,21,2,1,1,8,1
657,0,3,0,32.0,15.5,1,29,3,3,0,8,2
658,0,2,1,23.0,13.0,2,28,2,1,1,8,1
659,0,1,1,58.0,113.275,0,26,2,3,0,3,2
660,1,1,1,50.0,133.65,2,29,4,3,0,8,2
661,0,3,1,40.0,7.225,0,17,2,1,1,8,1
662,0,1,1,47.0,25.5875,2,26,2,1,1,4,1
663,0,3,1,36.0,7.4958,2,16,2,1,1,8,1
664,1,3,1,20.0,7.925,2,27,2,2,0,8,2
665,0,2,1,32.0,73.5,2,18,2,3,0,8,2
666,0,2,1,25.0,13.0,2,27,2,1,1,8,1
667,0,3,1,26.0462541667,7.775,2,26,2,1,1,8,1
668,0,3,1,43.0,8.05,2,15,2,1,1,8,1
669,1,1,0,42.024,52.0,2,49,3,2,0,2,2
670,1,2,0,40.0,39.0,2,61,3,3,0,8,2
671,0,1,1,31.0,52.0,2,22,2,2,0,1,2
672,0,2,1,70.0,10.5,2,27,2,1,1,8,1
673,1,2,1,31.0,13.0,2,21,2,1,1,8,1
674,0,2,1,33.8652698413,0.0,2,26,2,1,1,8,1
675,0,3,1,18.0,7.775,2,30,2,1,1,8,1
676,0,3,1,24.5,8.05,2,29,2,1,1,8,1
677,1,3,0,18.0,9.8417,2,23,1,1,1,8,1
678,0,3,0,43.0,46.9,2,39,3,8,0,8,0
679,1,1,1,36.0,512.3292,0,34,2,2,0,1,2
680,0,3,0,24.563902381,8.1375,1,19,1,1,1,8,1
681,1,1,1,27.0,76.7292,0,18,2,1,1,3,1
682,0,3,1,20.0,9.225,2,27,2,1,1,8,1
683,0,3,1,14.0,46.9,2,27,2,8,0,8,0
684,0,2,1,60.0,39.0,2,33,2,3,0,8,2
685,0,2,1,25.0,41.5792,0,38,2,4,0,8,2
686,0,3,1,14.0,39.6875,2,24,2,6,0,8,0
687,0,3,1,19.0,10.1708,2,17,2,1,1,8,1
688,0,3,1,18.0,7.7958,2,31,2,1,1,8,1
689,1,1,0,15.0,211.3375,2,33,1,2,0,1,2
690,1,1,1,31.0,57.0,2,23,2,2,0,1,2
691,1,3,0,4.0,13.4167,0,18,1,2,0,8,2
692,1,3,1,29.7036690476,56.4958,2,12,2,1,1,8,1
693,0,3,1,25.0,7.225,0,16,2,1,1,8,1
694,0,1,1,60.0,26.55,2,15,4,1,1,8,1
695,0,2,1,52.0,13.5,2,26,2,1,1,8,1
696,0,3,1,44.0,8.05,2,16,2,1,1,8,1
697,1,3,0,17.337,7.7333,1,32,1,1,1,8,1
698,0,1,1,49.0,110.8833,0,24,2,3,0,2,2
699,0,3,1,42.0,7.65,2,40,2,1,1,5,1
700,1,1,0,18.0,227.525,0,49,3,2,0,2,2
701,1,1,1,35.0,26.2875,2,32,2,1,1,4,1
702,0,3,0,18.0,14.4542,0,21,1,2,0,8,2
703,0,3,1,25.0,7.7417,1,21,2,1,1,8,1
704,0,3,1,26.0,7.8542,2,23,2,2,0,8,2
705,0,2,1,39.0,26.0,2,46,2,1,1,8,1
706,1,2,0,45.0,13.5,2,29,3,1,1,8,1
707,1,1,1,42.0,26.2875,2,33,2,1,1,4,1
708,1,1,0,22.0,151.55,2,20,1,1,1,8,1
709,1,3,1,6.783655,15.2458,0,49,0,3,0,8,2
710,1,1,0,24.0,49.5042,0,48,1,1,1,2,1
711,0,1,1,49.9385,26.55,2,18,2,1,1,2,1
712,1,1,1,48.0,52.0,2,24,2,2,0,2,2
713,0,3,1,29.0,9.4833,2,26,2,1,1,8,1
714,0,2,1,52.0,13.0,2,21,2,1,1,8,1
715,0,3,1,19.0,7.65,2,42,2,1,1,5,1
716,1,1,0,38.0,227.525,0,29,1,1,1,2,1
717,1,2,0,27.0,10.5,2,35,1,1,1,4,1
718,0,3,1,28.8279,15.5,1,19,2,1,1,8,1
719,0,3,1,33.0,7.775,2,28,2,1,1,8,1
720,1,2,0,6.0,33.0,2,33,1,2,0,8,2
721,0,3,1,17.0,7.0542,2,25,2,2,0,8,2
722,0,2,1,34.0,13.0,2,28,2,1,1,8,1
723,0,2,1,50.0,13.0,2,23,2,1,1,8,1
724,1,1,1,27.0,53.1,2,29,2,2,0,4,2
725,0,3,1,20.0,8.6625,2,19,2,1,1,8,1
726,1,2,0,30.0,21.0,2,43,3,4,0,8,2
727,1,3,0,17.6095,7.7375,1,24,1,1,1,8,1
728,0,2,1,25.0,26.0,2,31,2,2,0,8,2
729,0,3,0,25.0,7.925,2,29,1,2,0,8,2
730,1,1,0,29.0,211.3375,2,29,1,1,1,1,1
731,0,3,1,11.0,18.7875,0,24,2,1,1,8,1
732,0,2,1,40.9488049603,0.0,2,20,2,1,1,8,1
733,0,2,1,23.0,13.0,2,26,2,1,1,8,1
734,0,2,1,23.0,13.0,2,28,2,1,1,8,1
735,0,3,1,28.5,16.1,2,20,2,1,1,8,1
736,0,3,0,48.0,34.375,2,39,3,5,0,8,0
737,1,1,1,35.0,512.3292,0,22,2,1,1,1,1
738,0,3,1,28.3669140512,7.8958,2,18,2,1,1,8,1
739,0,3,1,28.3669140512,7.8958,2,18,2,1,1,8,1
740,1,1,1,39.19975,30.0,2,27,2,1,1,3,1
741,0,1,1,36.0,78.85,2,29,2,2,0,2,2
742,1,1,0,21.0,262.375,0,37,1,5,0,1,0
743,0,3,1,24.0,16.1,2,17,2,2,0,8,2
744,1,3,1,31.0,7.925,2,18,2,1,1,8,1
745,0,1,1,70.0,71.0,2,28,4,3,0,1,2
746,0,3,1,16.0,20.25,2,27,2,3,0,8,2
747,1,2,0,30.0,13.0,2,21,1,1,1,8,1
748,0,1,1,19.0,53.1,2,25,2,2,0,3,2
749,0,3,1,31.0,7.75,1,23,2,1,1,8,1
750,1,2,0,4.0,23.0,2,17,1,3,0,8,2
751,1,3,1,6.0,12.475,2,19,0,2,0,4,2
752,0,3,1,33.0,9.5,2,32,2,1,1,8,1
753,0,3,1,23.0,7.8958,2,18,2,1,1,8,1
754,1,2,0,48.0,65.0,2,32,3,4,0,8,2
755,1,2,1,0.67,14.5,2,25,0,3,0,8,2
756,0,3,1,28.0,7.7958,2,28,2,1,1,8,1
757,0,2,1,18.0,11.5,2,24,2,1,1,8,1
758,0,3,1,34.0,8.05,2,28,2,1,1,8,1
759,1,1,0,33.0,86.5,2,56,4,1,1,1,1
760,0,3,1,25.4857744048,14.5,2,18,2,1,1,8,1
761,0,3,1,41.0,7.125,2,30,2,1,1,8,1
762,1,3,1,20.0,7.2292,0,21,2,1,1,8,1
763,1,1,0,36.0,120.0,2,41,3,4,0,1,2
764,0,3,1,16.0,7.775,2,22,2,1,1,8,1
765,1,1,0,51.0,77.9583,2,36,3,2,0,3,2
766,0,1,1,46.6373333333,39.6,0,25,4,1,1,8,1
767,0,3,0,30.5,7.75,1,18,1,1,1,8,1
768,0,3,1,29.61325,24.15,1,19,2,2,0,8,2
769,0,3,1,32.0,8.3625,2,32,2,1,1,8,1
770,0,3,1,24.0,9.5,2,22,2,1,1,8,1
771,0,3,1,48.0,7.8542,2,23,2,1,1,8,1
772,0,2,0,57.0,10.5,2,17,3,1,1,4,1
773,0,3,1,31.3890083333,7.225,0,15,2,1,1,8,1
774,1,2,0,54.0,23.0,2,37,3,5,0,8,0
775,0,3,1,18.0,7.75,2,39,2,1,1,8,1
776,0,3,1,54.5983083333,7.75,1,16,2,1,1,5,1
777,1,3,0,5.0,12.475,2,29,1,1,1,8,1
778,0,3,1,29.4627666667,7.7375,1,23,2,1,1,8,1
779,1,1,0,43.0,211.3375,2,53,3,2,0,1,2
780,1,3,0,13.0,7.2292,0,20,1,1,1,8,1
781,1,1,0,17.0,57.0,2,41,3,2,0,1,2
782,0,1,1,29.0,30.0,2,22,2,1,1,3,1
783,0,3,1,26.74645,23.45,2,22,2,4,0,8,2
784,0,3,1,25.0,7.05,2,16,2,1,1,8,1
785,0,3,1,25.0,7.25,2,34,2,1,1,8,1
786,1,3,0,18.0,7.4958,2,25,1,1,1,8,1
787,0,3,1,8.0,29.125,1,25,0,6,0,8,0
788,1,3,1,1.0,20.575,2,26,0,4,0,8,2
789,0,1,1,46.0,79.2,0,24,2,1,1,1,1
790,0,3,1,30.4931672619,7.75,1,24,2,1,1,8,1
791,0,2,1,16.0,26.0,2,19,2,1,1,8,1
792,0,3,0,21.1313166667,69.55,2,23,1,11,0,8,0
793,0,1,1,46.0605,30.6958,0,24,2,1,1,8,1
794,0,3,1,25.0,7.8958,2,21,2,1,1,8,1
795,0,2,1,39.0,13.0,2,18,2,1,1,8,1
796,1,1,0,49.0,25.9292,2,27,4,1,1,3,1
797,1,3,0,31.0,8.6833,2,16,3,1,1,8,1
798,0,3,1,30.0,7.2292,0,28,2,1,1,8,1
799,0,3,0,30.0,24.15,2,52,3,3,0,8,2
800,0,2,1,34.0,13.0,2,20,2,1,1,8,1
801,1,2,0,31.0,26.25,2,43,3,3,0,8,2
802,1,1,1,11.0,120.0,2,35,0,4,0,1,2
803,1,3,1,0.42,8.5167,0,31,0,2,0,8,2
804,1,3,1,27.0,6.975,2,23,2,1,1,8,1
805,0,3,1,31.0,7.775,2,25,2,1,1,8,1
806,0,1,1,39.0,0.0,2,22,2,1,1,0,1
807,0,3,0,18.0,7.775,2,31,1,1,1,8,1
808,0,2,1,39.0,13.0,2,17,2,1,1,8,1
809,1,1,0,33.0,53.1,2,46,3,2,0,4,2
810,0,3,1,26.0,7.8875,2,22,2,1,1,8,1
811,0,3,1,39.0,24.15,2,17,2,1,1,8,1
812,0,2,1,35.0,10.5,2,25,2,1,1,8,1
813,0,3,0,6.0,31.275,2,34,1,7,0,8,0
814,0,3,1,30.5,8.05,2,26,2,1,1,8,1
815,0,1,1,44.4748083333,0.0,2,16,2,1,1,1,1
816,0,3,0,23.0,7.925,2,28,1,1,1,8,1
817,0,2,1,31.0,37.0042,0,18,2,3,0,8,2
818,0,3,1,43.0,6.45,2,32,2,1,1,8,1
819,0,3,1,10.0,27.9,2,28,0,6,0,8,0
820,1,1,0,52.0,93.5,2,50,3,3,0,1,2
821,1,3,1,27.0,8.6625,2,17,2,1,1,8,1
822,0,1,1,38.0,0.0,2,31,4,1,1,8,1
823,1,3,0,27.0,12.475,2,18,3,2,0,4,2
824,0,3,1,2.0,39.6875,2,28,0,6,0,8,0
825,0,3,1,34.3819375,6.95,1,15,2,1,1,8,1
826,0,3,1,29.7036690476,56.4958,2,12,2,1,1,8,1
827,1,2,1,1.0,37.0042,0,21,0,3,0,8,2
828,1,3,1,32.26585,7.75,1,28,2,1,1,8,1
829,1,1,0,62.0,80.0,2,41,3,1,1,1,1
830,1,3,0,15.0,14.4542,0,39,3,2,0,8,2
831,1,2,1,0.83,18.75,2,31,0,3,0,8,2
832,0,3,1,28.8061184524,7.2292,0,14,2,1,1,8,1
833,0,3,1,23.0,7.8542,2,22,2,1,1,8,1
834,0,3,1,18.0,8.3,2,22,2,1,1,8,1
835,1,1,0,39.0,83.1583,0,27,1,3,0,4,2
836,0,3,1,21.0,8.6625,2,16,2,1,1,8,1
837,0,3,1,34.1360654762,8.05,2,19,2,1,1,8,1
838,1,3,1,32.0,56.4958,2,15,2,1,1,8,1
839,1,1,1,38.4935,29.7,0,20,2,1,1,2,1
840,0,3,1,20.0,7.925,2,27,2,1,1,8,1
841,0,2,1,16.0,10.5,2,24,2,1,1,8,1
842,1,1,0,30.0,31.0,0,23,1,1,1,8,1
843,0,3,1,34.5,6.4375,0,26,2,1,1,8,1
844,0,3,1,17.0,8.6625,2,19,2,1,1,8,1
845,0,3,1,42.0,7.55,2,19,2,1,1,8,1
846,0,3,1,17.6246666667,69.55,2,24,2,11,0,8,0
847,0,3,1,35.0,7.8958,0,18,2,1,1,8,1
848,0,2,1,28.0,33.0,2,17,4,2,0,8,2
849,1,1,0,39.964,89.1042,0,44,3,2,0,2,2
850,0,3,1,4.0,31.275,2,39,0,7,0,8,0
851,0,3,1,74.0,7.775,2,19,2,1,1,8,1
852,0,3,0,9.0,15.2458,0,23,1,3,0,8,2
853,1,1,0,16.0,39.4,2,25,1,2,0,3,2
854,0,2,0,44.0,26.0,2,45,3,2,0,8,2
855,1,3,0,18.0,9.35,2,26,3,2,0,8,2
856,1,1,0,45.0,164.8667,2,42,3,3,0,8,2
857,1,1,1,51.0,26.55,2,22,2,1,1,4,1
858,1,3,0,24.0,19.2583,0,37,3,4,0,8,2
859,0,3,1,29.1952291667,7.2292,0,16,2,1,1,8,1
860,0,3,1,41.0,14.1083,2,23,2,3,0,8,2
861,0,2,1,21.0,11.5,2,27,2,2,0,8,2
862,1,1,0,48.0,25.9292,2,51,3,1,1,3,1
863,0,3,0,21.038905,69.55,2,33,1,11,0,8,0
864,0,2,1,24.0,13.0,2,22,2,1,1,8,1
865,1,2,0,42.0,13.0,2,24,3,1,1,8,1
866,1,2,0,27.0,13.8583,0,28,1,2,0,8,2
867,0,1,1,31.0,50.4958,2,36,2,1,1,0,1
868,0,3,1,28.0807357143,9.5,2,27,2,1,1,8,1
869,1,3,1,4.0,11.1333,2,31,0,3,0,8,2
870,0,3,1,26.0,7.8958,2,17,2,1,1,8,1
871,1,1,0,47.0,52.5542,2,48,3,3,0,3,2
872,0,1,1,33.0,5.0,2,24,2,1,1,1,1
873,0,3,1,47.0,9.0,2,27,2,1,1,8,1
874,1,2,0,28.0,24.0,0,37,3,2,0,8,2
875,1,3,0,15.0,7.225,0,32,1,1,1,8,1
876,0,3,1,20.0,9.8458,2,29,2,1,1,8,1
877,0,3,1,19.0,7.8958,2,20,2,1,1,8,1
878,0,3,1,28.3669140512,7.8958,2,18,2,1,1,8,1
879,1,1,0,56.0,83.1583,0,45,3,2,0,2,2
880,1,2,0,25.0,26.0,2,44,3,2,0,8,2
881,0,3,1,33.0,7.8958,2,18,2,1,1,8,1
882,0,3,0,22.0,10.5167,2,28,1,1,1,8,1
883,0,2,1,28.0,10.5,2,29,2,1,1,8,1
884,0,3,1,25.0,7.05,2,22,2,1,1,8,1
885,0,3,0,39.0,29.125,1,36,3,6,0,8,0
886,0,2,1,27.0,13.0,2,21,4,1,1,8,1
887,1,1,0,19.0,30.0,2,28,1,1,1,1,1
888,0,3,0,7.49930714286,23.45,2,40,1,4,0,8,2
889,1,1,1,26.0,30.0,0,21,2,1,1,2,1
890,0,3,1,32.0,7.75,1,19,2,1,1,8,1
